Nome,Cargo,Tipo Cargo,cpf,Cidade
Alexandre Freixo,Prefeito,Eleito,541.755.200-31,Cuiabá
Alexandre Gentil,Prefeito,Eleito,808.567.496-30,Campo Grande
Alexandre Hollanda,Prefeito,Eleito,999.002.562-20,Belo Horizonte
Alexandre Junqueira,Prefeito,Eleito,598.601.044-25,Belém
Alexandre Leme,Prefeito,Eleito,844.330.447-25,João Pessoa
Alexandre Lobato,Prefeito,Eleito,675.168.354-55,Curitiba
Alexandre Nazário,Prefeito,Eleito,996.602.369-05,Recife
Alexandre Nolasco,Prefeito,Eleito,140.349.419-36,Teresina
Alexandre Penha,Prefeito,Eleito,219.972.383-65,Rio de Janeiro
Alexandre Siqueira,Prefeito,Eleito,197.526.366-91,Natal
Alfredo Affonso,Prefeito,Eleito,436.762.634-21,Porto Alegre
Alfredo Boga,Prefeito,Eleito,475.509.002-48,Porto Velho
Alfredo Bugalho,Prefeito,Eleito,662.530.914-17,Boa Vista
Alfredo Calheiros,Prefeito,Eleito,137.873.221-91,Florianópolis
Alfredo Castaño,Prefeito,Eleito,844.203.057-38,São Paulo
Alfredo Cortesão,Prefeito,Eleito,754.199.036-10,Aracaju
Alfredo Francia,Prefeito,Eleito,287.140.499-29,Palmas
Alfredo Gil,Prefeito,Eleito,259.265.505-05,Rio Branco
Alfredo Guimarães,Prefeito,Eleito,221.885.574-76,Maceió
Alfredo Imbassaí,Prefeito,Eleito,861.771.496-42,Macapá
Alfredo Maior,Prefeito,Eleito,311.698.227-97,Manaus
Alfredo Paião,Prefeito,Eleito,938.419.708-42,Salvador
Alfredo Palha,Prefeito,Eleito,309.814.643-51,Fortaleza
Alfredo Picanço,Prefeito,Eleito,176.445.857-53,Brasília
Alfredo Sabrosa,Prefeito,Eleito,850.330.738-34,Vitória
Alfredo Travassos,Prefeito,Eleito,869.394.701-07,Goiânia
Alice Calheiros,Prefeito,Eleito,882.208.154-42,São Luís
Alice Carvalhoso,Prefeito,Eleito,089.003.704-30,Cuiabá
Alice Casado,Prefeito,Eleito,815.104.215-05,Campo Grande
Alice Custódio,Prefeito,Eleito,149.167.139-40,Belo Horizonte
Alice Gravato,Prefeito,Eleito,165.024.127-50,Belém
Alice Jesús,Prefeito,Eleito,324.833.536-06,João Pessoa
Alice Mafra,Prefeito,Eleito,850.611.181-11,Curitiba
Alice Mota,Prefeito,Eleito,445.386.434-59,Recife
Alice Reino,Prefeito,Eleito,665.115.879-16,Teresina
Alice Semedo,Prefeito,Eleito,552.261.774-88,Rio de Janeiro
Alicia Abrantes,Prefeito,Eleito,596.673.272-80,Natal
Alicia Cruz,Prefeito,Eleito,051.352.430-46,Porto Alegre
Alicia Grande,Prefeito,Eleito,928.743.849-84,Porto Velho
Alicia Lins,Prefeito,Eleito,792.886.796-69,Boa Vista
Alicia Madruga,Prefeito,Eleito,514.253.664-90,Florianópolis
Alicia Moita,Prefeito,Eleito,141.811.973-36,São Paulo
Alicia Moraes,Prefeito,Eleito,503.620.916-84,Aracaju
Alicia Uchoa,Prefeito,Eleito,726.995.000-89,Palmas
Aline Belén,Prefeito,Eleito,407.927.432-70,Rio Branco
Aline Bonilla,Prefeito,Eleito,142.981.467-58,Maceió
Aline Cotegipe,Prefeito,Eleito,931.514.396-59,Macapá
Aline Godói,Prefeito,Eleito,109.830.129-38,Manaus
Aline Loio,Prefeito,Eleito,895.968.046-00,Salvador
Aline Marmou,Prefeito,Eleito,037.016.888-77,Fortaleza
Aline Matos,Prefeito,Eleito,150.567.397-66,Brasília
Aline Queiroz,Prefeito,Eleito,271.781.099-47,Vitória
Aline Valim,Prefeito,Eleito,588.401.809-66,Goiânia
Almeno Alancastre,Prefeito,Eleito,857.685.386-82,São Luís
Almeno Cachão,Prefeito,Eleito,827.198.599-07,Cuiabá
Almeno Festas,Prefeito,Eleito,567.680.914-09,Campo Grande
Almeno Gutiérrez,Prefeito,Eleito,866.046.267-09,Belo Horizonte
Almeno Linares,Prefeito,Eleito,655.899.619-71,Belém
Almeno Maranhão,Prefeito,Eleito,116.438.327-27,João Pessoa
Almeno Paredes,Prefeito,Eleito,834.784.961-79,Curitiba
Almeno Pereira,Prefeito,Eleito,083.401.258-85,Recife
Almeno Valentín,Prefeito,Eleito,041.576.143-30,Teresina
Almeno Vila-Chã,Prefeito,Eleito,714.635.402-48,Rio de Janeiro
Almeno Villas Bôas,Prefeito,Eleito,698.278.569-60,Natal
Almerinda Cambaúva,Prefeito,Eleito,734.134.073-84,Porto Alegre
Almerinda Leitão,Prefeito,Eleito,502.455.962-24,Porto Velho
Almerinda Pari,Prefeito,Eleito,512.347.294-07,Boa Vista
Almerinda Piteira,Prefeito,Eleito,314.769.607-39,Florianópolis
Almerinda Quinteiro,Prefeito,Eleito,073.268.429-30,São Paulo
Almerinda Ramalho,Prefeito,Eleito,059.764.488-87,Aracaju
Almerinda Robalinho,Prefeito,Eleito,522.234.565-37,Palmas
Almerinda Serralheiro,Prefeito,Eleito,376.378.358-04,Rio Branco
Almerinda Severiano,Prefeito,Eleito,701.841.544-64,Maceió
Almerinda Villégas,Prefeito,Eleito,204.207.337-79,Macapá
Almor Anjos,Prefeito,Eleito,717.280.282-99,Manaus
Almor Antas,Prefeito,Eleito,607.506.233-57,Salvador
Almor Brites,Prefeito,Eleito,730.697.426-29,Fortaleza
Almor Cavalheiro,Prefeito,Eleito,993.369.131-74,Brasília
Almor Chamusca,Prefeito,Eleito,361.671.276-97,Vitória
Almor Galván,Prefeito,Eleito,592.324.580-98,Goiânia
Almor Guerreiro,Prefeito,Eleito,494.632.475-56,São Luís
Almor Lousado,Prefeito,Eleito,339.942.692-53,Cuiabá
Almor Machado,Prefeito,Eleito,242.798.149-45,Campo Grande
Almor Moita,Prefeito,Eleito,525.674.109-88,Belo Horizonte
Almor Pavía,Prefeito,Eleito,319.694.387-97,Belém
Almor Póvoas,Prefeito,Eleito,130.125.741-90,João Pessoa
Almor Quiroga,Prefeito,Eleito,915.581.375-56,Curitiba
Almor Reguera,Prefeito,Eleito,896.521.817-90,Recife
Almor Ribas,Prefeito,Eleito,271.095.560-18,Teresina
Almor Semedo,Prefeito,Eleito,126.354.831-83,Rio de Janeiro
Almor Serralheiro,Prefeito,Eleito,015.247.983-04,Natal
Almor Viegas,Prefeito,Eleito,251.956.791-00,Porto Alegre
Aluísio Antas,Prefeito,Eleito,413.745.787-54,Porto Velho
Aluísio Bonilha,Prefeito,Eleito,950.114.360-04,Boa Vista
Aluísio Lameira,Prefeito,Eleito,531.725.677-10,Florianópolis
Aluísio Louzada,Prefeito,Eleito,338.940.268-39,São Paulo
Aluísio Mieiro,Prefeito,Eleito,709.975.781-49,Aracaju
Aluísio Sequeira,Prefeito,Eleito,864.997.619-07,Palmas
Aluísio Tristán,Prefeito,Eleito,285.912.570-14,Rio Branco
Aluísio Zarco,Prefeito,Eleito,381.450.592-16,Maceió
Alvito Braga,Prefeito,Eleito,941.351.705-36,Macapá
Alvito Brandão,Prefeito,Eleito,970.439.926-05,Manaus
Alvito Cabeça de Vaca,Prefeito,Eleito,703.537.310-13,Salvador
Alvito Capucho,Prefeito,Eleito,247.478.039-47,Fortaleza
Alvito Cordero,Prefeito,Eleito,972.190.944-00,Brasília
Alvito Cruz,Prefeito,Eleito,482.026.326-92,Vitória
Alvito Gama,Prefeito,Eleito,119.856.847-05,Goiânia
Alvito Guerreiro,Prefeito,Eleito,388.922.748-13,São Luís
Alvito Jesus,Prefeito,Eleito,453.825.803-24,Cuiabá
Alvito Rodrigues,Prefeito,Eleito,395.945.021-42,Campo Grande
Alvito Tomé,Prefeito,Eleito,860.605.048-25,Belo Horizonte
Alvito Toscano,Prefeito,Eleito,753.624.347-21,Belém
Alzira Andrade,Prefeito,Eleito,855.163.261-25,João Pessoa
Alzira Barretto,Prefeito,Eleito,120.038.953-02,Curitiba
Alzira Baía,Prefeito,Eleito,001.710.431-97,Recife
Alzira Butantã,Prefeito,Eleito,473.211.211-00,Teresina
Alzira Campello,Prefeito,Eleito,142.078.845-05,Rio de Janeiro
Alzira Carreira,Prefeito,Eleito,259.617.949-03,Natal
Alzira Fartaria,Prefeito,Eleito,907.742.620-52,Porto Alegre
Alzira Grilo,Prefeito,Eleito,355.076.013-21,Porto Velho
Alzira Moita,Prefeito,Eleito,759.919.549-17,Boa Vista
Alzira Neiva,Prefeito,Eleito,659.250.091-34,Florianópolis
Alzira Silveira,Prefeito,Eleito,883.922.883-78,São Paulo
Alzira Talhão,Prefeito,Eleito,067.266.215-90,Aracaju
Alípio Caminha,Prefeito,Eleito,203.744.917-80,Palmas
Alípio Cortês,Prefeito,Eleito,131.444.694-08,Rio Branco
Alípio Estrela,Prefeito,Eleito,241.937.293-03,Maceió
Alípio Felgueira,Prefeito,Eleito,966.261.031-64,Macapá
Alípio Felgueiras,Prefeito,Eleito,111.826.854-71,Manaus
Alípio Fernández,Prefeito,Eleito,506.274.394-03,Salvador
Alípio Figueiredo,Prefeito,Eleito,501.389.053-55,Fortaleza
Alípio Gois,Prefeito,Eleito,753.434.261-90,Brasília
Alípio Magalhães,Prefeito,Eleito,751.197.310-82,Vitória
Alípio Murici,Prefeito,Eleito,665.673.744-70,Goiânia
Alípio Naves,Prefeito,Eleito,867.013.909-00,São Luís
Alípio Prada,Prefeito,Eleito,317.024.510-46,Cuiabá
Alípio Santarém,Prefeito,Eleito,018.299.098-27,Campo Grande
Alípio Valgueiro,Prefeito,Eleito,549.981.676-00,Belo Horizonte
Amadeu Caniça,Prefeito,Eleito,474.106.808-06,Belém
Amadeu Garcia de Gondim,Prefeito,Eleito,299.452.996-38,João Pessoa
Amadeu Jordão,Prefeito,Eleito,920.651.656-69,Curitiba
Amadeu Otero,Prefeito,Eleito,583.199.711-10,Recife
Amadeu Prudente,Prefeito,Eleito,220.236.173-16,Teresina
Amadeu Rico,Prefeito,Eleito,099.504.754-57,Rio de Janeiro
Amadeu Valim,Prefeito,Eleito,020.928.618-08,Natal
Amanda Balsemão,Prefeito,Eleito,460.430.492-01,Porto Alegre
Amanda Covelhã,Prefeito,Eleito,204.143.734-05,Porto Velho
Amanda Fidalgo,Prefeito,Eleito,630.703.006-26,Boa Vista
Amanda Louzada,Prefeito,Eleito,741.493.719-46,Florianópolis
Amanda Neto,Prefeito,Eleito,616.393.218-88,São Paulo
Amanda Ramallo,Prefeito,Eleito,374.473.511-72,Aracaju
Amanda Rebello,Prefeito,Eleito,725.564.078-83,Palmas
Amanda Tomé,Prefeito,Eleito,807.978.966-51,Rio Branco
Amanda Valadão,Prefeito,Eleito,328.885.772-32,Maceió
Amanda Vilarinho,Prefeito,Eleito,228.388.717-81,Macapá
Amandio Camacho,Prefeito,Eleito,438.944.714-92,Manaus
Amandio Esteves,Prefeito,Eleito,239.048.805-60,Salvador
Amandio Gama,Prefeito,Eleito,882.801.612-44,Fortaleza
Amandio Guará,Prefeito,Eleito,100.589.858-83,Brasília
Amandio Laureano,Prefeito,Eleito,447.090.566-68,Vitória
Amandio Loureiro,Prefeito,Eleito,249.233.755-31,Goiânia
Amandio Paranaguá,Prefeito,Eleito,554.261.340-30,São Luís
Amandio Quadros,Prefeito,Eleito,588.828.142-54,Cuiabá
Amandio Sotomayor,Prefeito,Eleito,926.586.631-45,Campo Grande
Amandio Vieyra,Prefeito,Eleito,791.579.976-24,Belo Horizonte
Amandio Villalobos,Prefeito,Eleito,896.800.160-05,Belém
Amandio Álvaro,Prefeito,Eleito,241.256.022-63,João Pessoa
Amália Estévez,Prefeito,Eleito,322.966.786-70,Curitiba
Amália Girão,Prefeito,Eleito,084.692.650-40,Recife
Amália Oiticica,Prefeito,Eleito,712.140.241-65,Teresina
Amália Pinto,Prefeito,Eleito,062.684.556-49,Rio de Janeiro
Amália Sarmento,Prefeito,Eleito,221.341.600-12,Natal
Amália Tabajara,Prefeito,Eleito,927.464.136-20,Porto Alegre
Amélia Barros,Prefeito,Eleito,886.074.818-60,Porto Velho
Amélia Brandão,Prefeito,Eleito,447.128.274-32,Boa Vista
Amélia Ferreira,Prefeito,Eleito,270.936.417-41,Florianópolis
Amélia Inácio,Prefeito,Eleito,758.396.932-86,São Paulo
Amélia Mariz,Prefeito,Eleito,829.689.872-16,Aracaju
Amélia Mata,Prefeito,Eleito,451.768.772-44,Palmas
Amélia Milheirão,Prefeito,Eleito,330.011.121-82,Rio Branco
Amélia Quirós,Prefeito,Eleito,239.610.695-30,Maceió
Amélia Santiago,Prefeito,Eleito,094.343.847-02,Macapá
Amélia Vilaverde,Prefeito,Eleito,397.763.664-22,Manaus
Américo Canadas,Prefeito,Eleito,698.277.922-02,Salvador
Américo Delgado,Prefeito,Eleito,951.855.055-75,Fortaleza
Américo Fortunato,Prefeito,Eleito,359.954.733-52,Brasília
Américo Freyre,Prefeito,Eleito,877.397.929-50,Vitória
Américo Gallindo,Prefeito,Eleito,747.202.999-89,Goiânia
Américo Godoy,Prefeito,Eleito,867.159.375-40,São Luís
Américo Iglesias,Prefeito,Eleito,211.016.159-07,Cuiabá
Américo Lencastre,Prefeito,Eleito,826.457.975-20,Campo Grande
Américo López,Prefeito,Eleito,052.428.310-90,Belo Horizonte
Américo Meneses,Prefeito,Eleito,786.299.742-57,Belém
Américo Osorio,Prefeito,Eleito,050.923.922-66,João Pessoa
Américo Paiacã,Prefeito,Eleito,378.289.336-06,Curitiba
Américo Pena,Prefeito,Eleito,255.415.944-05,Recife
Américo Pitanga,Prefeito,Eleito,241.828.465-40,Teresina
Américo Rosmaninho,Prefeito,Eleito,982.001.255-48,Rio de Janeiro
Américo Salomão,Prefeito,Eleito,357.340.597-57,Natal
Américo Telles,Prefeito,Eleito,392.791.731-11,Porto Alegre
Américo Temes,Prefeito,Eleito,217.563.063-38,Porto Velho
Américo Vidigal,Prefeito,Eleito,039.093.887-44,Boa Vista
Amílcar Aleixo,Prefeito,Eleito,659.337.787-29,Florianópolis
Amílcar Alvarenga,Prefeito,Eleito,704.341.737-62,São Paulo
Amílcar Barrios,Prefeito,Eleito,547.572.774-07,Aracaju
Amílcar Belo,Prefeito,Eleito,778.075.524-09,Palmas
Amílcar Cairu,Prefeito,Eleito,466.371.924-49,Rio Branco
Amílcar Homem,Prefeito,Eleito,269.243.746-20,Maceió
Amílcar Junqueira,Prefeito,Eleito,721.193.048-90,Macapá
Amílcar Maior,Prefeito,Eleito,014.035.975-37,Manaus
Amílcar Resende,Prefeito,Eleito,191.850.816-04,Salvador
Amílcar Veloso,Prefeito,Eleito,270.834.949-08,Fortaleza
Ana Caniça,Prefeito,Eleito,516.418.635-79,Brasília
Ana Castelo Branco,Prefeito,Eleito,475.308.620-81,Vitória
Ana França,Prefeito,Eleito,011.346.930-60,Goiânia
Ana Freyria,Prefeito,Eleito,199.166.384-62,São Luís
Ana Grillo,Prefeito,Eleito,397.878.250-24,Cuiabá
Ana Lousada,Prefeito,Eleito,491.977.868-61,Campo Grande
Ana Pitanga,Prefeito,Eleito,003.967.907-12,Belo Horizonte
Ana Quadros,Prefeito,Eleito,250.253.315-52,Belém
Ana Rabello,Prefeito,Eleito,271.262.155-76,João Pessoa
Ana Valiente,Prefeito,Eleito,085.369.951-81,Curitiba
Ana Álvarez,Prefeito,Eleito,491.155.610-20,Recife
Anabela Almeyda,Prefeito,Eleito,163.815.573-97,Teresina
Anabela Casquero,Prefeito,Eleito,793.152.749-62,Rio de Janeiro
Anabela Cordeiro,Prefeito,Eleito,163.462.084-46,Natal
Anabela Coutinho,Prefeito,Eleito,743.742.788-50,Porto Alegre
Anabela Feijó,Prefeito,Eleito,650.677.514-95,Porto Velho
Anabela Hernández,Prefeito,Eleito,228.622.992-94,Boa Vista
Anabela Malheiros,Prefeito,Eleito,971.720.747-00,Florianópolis
Anabela Mantas,Prefeito,Eleito,832.026.200-37,São Paulo
Anabela Paranaguá,Prefeito,Eleito,449.936.803-09,Aracaju
Anabela Pardo,Prefeito,Eleito,336.414.069-35,Palmas
Anabela Teles,Prefeito,Eleito,104.939.225-63,Rio Branco
Anabela Vergueiro,Prefeito,Eleito,612.272.013-54,Maceió
Anacleto Barata,Prefeito,Eleito,387.583.588-38,Macapá
Anacleto Cambezes,Prefeito,Eleito,805.297.068-73,Manaus
Anacleto Covilhã,Prefeito,Eleito,226.518.668-65,Salvador
Anacleto Garcez,Prefeito,Eleito,049.136.319-26,Fortaleza
Anacleto Guedez,Prefeito,Eleito,237.062.241-51,Brasília
Anacleto Lages,Prefeito,Eleito,493.153.065-62,Vitória
Anacleto Nobre,Prefeito,Eleito,833.899.930-02,Goiânia
Anacleto Pastana,Prefeito,Eleito,288.559.858-17,São Luís
Anacleto Pederneiras,Prefeito,Eleito,633.379.357-45,Cuiabá
Anacleto Peçanha,Prefeito,Eleito,913.984.369-68,Campo Grande
Anacleto Salgado,Prefeito,Eleito,697.883.916-72,Belo Horizonte
Anacleto Ulloa,Prefeito,Eleito,165.213.090-05,Belém
Andreia Boga,Prefeito,Eleito,806.632.031-04,João Pessoa
Andreia Cayado,Prefeito,Eleito,050.362.294-01,Curitiba
Andreia Esparteiro,Prefeito,Eleito,236.912.891-77,Recife
Andreia Fiestas,Prefeito,Eleito,739.355.660-00,Teresina
Andreia Filipe,Prefeito,Eleito,713.630.959-00,Rio de Janeiro
Andreia Medina,Prefeito,Eleito,172.120.479-29,Natal
Andreia Moraes,Prefeito,Eleito,528.034.510-50,Porto Alegre
Andreia Pessoa,Prefeito,Eleito,720.798.643-27,Porto Velho
Andreia Quinaz,Prefeito,Eleito,506.644.257-04,Boa Vista
Andreia Rivas,Prefeito,Eleito,258.309.658-36,Florianópolis
Andreia Siqueira,Prefeito,Eleito,980.625.768-50,São Paulo
Andreia Torres,Prefeito,Eleito,247.233.638-15,Aracaju
Andreoleto Bairros,Prefeito,Eleito,128.440.457-90,Palmas
Andreoleto Felgueira,Prefeito,Eleito,855.666.343-54,Rio Branco
Andreoleto Fogassa,Prefeito,Eleito,756.807.111-17,Maceió
Andreoleto Mariz,Prefeito,Eleito,658.067.203-06,Macapá
Andreoleto Neves,Prefeito,Eleito,649.950.867-57,Manaus
Andreoleto Teves,Prefeito,Eleito,262.337.558-59,Salvador
Andreoleto Tibiriçá,Prefeito,Eleito,260.063.117-80,Fortaleza
Andreoleto Trindade,Prefeito,Eleito,693.521.994-99,Brasília
André Bencatel,Prefeito,Eleito,817.378.426-45,Vitória
André Calheiros,Prefeito,Eleito,963.423.708-85,Goiânia
André Cuaresma,Prefeito,Eleito,092.268.004-30,São Luís
André Dorneles,Prefeito,Eleito,608.206.428-35,Cuiabá
André Flores,Prefeito,Eleito,917.316.918-82,Campo Grande
André Jaguaribe,Prefeito,Eleito,568.987.950-90,Belo Horizonte
André Leão,Prefeito,Eleito,269.541.611-36,Belém
André Paes,Prefeito,Eleito,135.214.290-24,João Pessoa
André Rebocho,Prefeito,Eleito,180.767.219-03,Curitiba
André Resende,Prefeito,Eleito,212.558.750-54,Recife
André Sabrosa,Prefeito,Eleito,646.155.114-00,Teresina
André Villar,Prefeito,Eleito,663.018.077-15,Rio de Janeiro
Angelina Borba,Prefeito,Eleito,211.422.794-48,Natal
Angelina Cascaes,Prefeito,Eleito,747.141.360-38,Porto Alegre
Angelina Gómez,Prefeito,Eleito,079.938.699-51,Porto Velho
Angelina Hierro,Prefeito,Eleito,868.362.969-45,Boa Vista
Angelina Morgado,Prefeito,Eleito,829.764.631-90,Florianópolis
Angelina Mourão,Prefeito,Eleito,367.352.873-47,São Paulo
Angelina Pederneiras,Prefeito,Eleito,354.422.248-55,Aracaju
Angelina Silva,Prefeito,Eleito,810.608.673-97,Palmas
Angelina Siqueira,Prefeito,Eleito,649.152.557-00,Rio Branco
Angelina Sobreira,Prefeito,Eleito,550.938.250-34,Maceió
Angelina Valido,Prefeito,Eleito,012.926.756-24,Macapá
Angelina Xavier,Prefeito,Eleito,369.117.677-17,Manaus
Angelina Ximenes,Prefeito,Eleito,916.812.453-88,Salvador
Angelino Afonso,Prefeito,Eleito,062.461.235-03,Fortaleza
Angelino Botelho,Prefeito,Eleito,786.915.047-90,Brasília
Angelino Gonsalves,Prefeito,Eleito,609.441.687-28,Vitória
Angelino Grilo,Prefeito,Eleito,888.952.454-58,Goiânia
Angelino Jordán,Prefeito,Eleito,171.415.963-99,São Luís
Angelino Malheiro,Prefeito,Eleito,916.006.351-30,Cuiabá
Angelino Mexia,Prefeito,Eleito,662.340.300-09,Campo Grande
Angelino Patrício,Prefeito,Eleito,296.054.562-14,Belo Horizonte
Angelino Quintella,Prefeito,Eleito,269.415.896-04,Belém
Angelino Quirós,Prefeito,Eleito,407.288.524-03,João Pessoa
Angelino Vilas-Boas,Prefeito,Eleito,305.226.092-87,Curitiba
Angélica Belmonte,Prefeito,Eleito,867.575.268-75,Recife
Angélica Cotrim,Prefeito,Eleito,231.617.946-05,Teresina
Angélica Durán,Prefeito,Eleito,984.077.482-42,Rio de Janeiro
Angélica Ferrão,Prefeito,Eleito,223.227.217-60,Natal
Angélica Granjeiro,Prefeito,Eleito,574.254.677-71,Porto Alegre
Angélica Jaguariúna,Prefeito,Eleito,202.068.324-51,Porto Velho
Angélica Larangeira,Prefeito,Eleito,079.948.391-50,Boa Vista
Angélica Malheiro,Prefeito,Eleito,974.795.341-24,Florianópolis
Angélica Mansilha,Prefeito,Eleito,378.162.824-86,São Paulo
Angélica Peláez,Prefeito,Eleito,683.170.031-40,Aracaju
Angélica Rios,Prefeito,Eleito,185.497.732-63,Palmas
Angélica Sousa do Prado,Prefeito,Eleito,821.339.673-11,Rio Branco
Angélico Anlicoara,Prefeito,Eleito,871.053.337-07,Maceió
Angélico Damasceno,Prefeito,Eleito,149.791.159-18,Macapá
Angélico Farias,Prefeito,Eleito,401.108.927-39,Manaus
Angélico Fragoso,Prefeito,Eleito,649.894.752-75,Salvador
Angélico França,Prefeito,Eleito,419.990.186-80,Fortaleza
Angélico Godoi,Prefeito,Eleito,911.878.495-02,Brasília
Angélico Louzada,Prefeito,Eleito,753.950.000-03,Vitória
Angélico Magallanes,Prefeito,Eleito,353.859.971-88,Goiânia
Angélico Quintana,Prefeito,Eleito,571.412.401-44,São Luís
Angélico Ramallo,Prefeito,Eleito,726.304.982-12,Cuiabá
Angélico Torcuato,Prefeito,Eleito,363.264.250-85,Campo Grande
Angélico Valle,Prefeito,Eleito,967.197.442-24,Belo Horizonte
Anhangüera Batista,Prefeito,Eleito,454.006.435-58,Belém
Anhangüera Collaço,Prefeito,Eleito,491.679.414-19,João Pessoa
Anhangüera Guimarães,Prefeito,Eleito,578.348.915-88,Curitiba
Anhangüera Silveira dos Açores,Prefeito,Eleito,670.464.729-55,Recife
Aniana Anjos,Prefeito,Eleito,808.134.935-95,Teresina
Aniana Araripe,Prefeito,Eleito,008.030.949-65,Rio de Janeiro
Aniana Caldas,Prefeito,Eleito,961.030.239-47,Natal
Aniana Carreiro,Prefeito,Eleito,323.006.170-56,Porto Alegre
Aniana Gago,Prefeito,Eleito,230.920.368-83,Porto Velho
Aniana Galante,Prefeito,Eleito,079.365.303-71,Boa Vista
Aniana Guerrero,Prefeito,Eleito,964.359.598-62,Florianópolis
Aniana Ipiranga,Prefeito,Eleito,968.384.010-88,São Paulo
Aniana Lage,Prefeito,Eleito,673.733.774-08,Aracaju
Aniana Lameiras,Prefeito,Eleito,333.968.959-83,Palmas
Aniana Meneses,Prefeito,Eleito,555.210.602-43,Rio Branco
Aniana Milheiro,Prefeito,Eleito,887.508.246-43,Maceió
Aniana Penteado,Prefeito,Eleito,674.146.590-11,Macapá
Aniana Silva,Prefeito,Eleito,918.433.014-74,Manaus
Aniano Albuquerque,Prefeito,Eleito,584.779.569-60,Salvador
Aniano Athayde,Prefeito,Eleito,895.248.809-11,Fortaleza
Aniano Betancour,Prefeito,Eleito,549.284.923-90,Brasília
Aniano Gutiérrez,Prefeito,Eleito,419.626.464-67,Vitória
Aniano Miera,Prefeito,Eleito,975.957.428-46,Goiânia
Aniano Milheirão,Prefeito,Eleito,071.334.511-07,São Luís
Aniano Parreira,Prefeito,Eleito,880.925.238-19,Cuiabá
Aniano Quirós,Prefeito,Eleito,772.473.864-52,Campo Grande
Aniano Rebocho,Prefeito,Eleito,508.657.737-34,Belo Horizonte
Anind Carvalheira,Prefeito,Eleito,645.732.625-04,Belém
Anind Fróis,Prefeito,Eleito,541.981.020-40,João Pessoa
Anind Gomes,Prefeito,Eleito,672.824.518-93,Curitiba
Anind Hollanda,Prefeito,Eleito,915.248.545-57,Recife
Anind Inácio,Prefeito,Eleito,780.033.631-01,Teresina
Anind Poças,Prefeito,Eleito,938.858.593-35,Rio de Janeiro
Anind Rebouças,Prefeito,Eleito,650.603.036-40,Natal
Anind Roriz,Prefeito,Eleito,596.327.482-63,Porto Alegre
Anind Santana,Prefeito,Eleito,263.206.966-13,Porto Velho
Anita Bello,Prefeito,Eleito,103.632.174-60,Boa Vista
Anita Beserra,Prefeito,Eleito,648.455.594-04,Florianópolis
Anita Bethancout,Prefeito,Eleito,993.238.642-18,São Paulo
Anita Canadas,Prefeito,Eleito,222.977.262-79,Aracaju
Anita Candal,Prefeito,Eleito,718.838.872-59,Palmas
Anita Costa,Prefeito,Eleito,876.023.495-47,Rio Branco
Anita Câmara,Prefeito,Eleito,501.785.520-38,Maceió
Anita Guedelha,Prefeito,Eleito,977.952.677-34,Macapá
Anita Paião,Prefeito,Eleito,488.567.979-68,Manaus
Anita Rego,Prefeito,Eleito,317.183.087-60,Salvador
Anita Varanda,Prefeito,Eleito,567.318.282-11,Fortaleza
Anna Asunción,Prefeito,Eleito,867.711.347-92,Brasília
Anna Cambezes,Prefeito,Eleito,480.459.432-97,Vitória
Anna Cardoso,Prefeito,Eleito,853.781.379-69,Goiânia
