Nome,Cargo,Tipo Cargo,CPF,Sobrenome,Cod_IBGE,Nepotismo
Aurora Alcântara,Juiz,Concursado,537.929.233-00, Alcântara,27,Sim
Amandio Gama,Prefeito,Eleito,882.801.612-44, Gama,23,Sim
Capitolino Oliveira,Promotor,Concursado,605.867.714-92, Oliveira,41,Sim
Amanda Vilarinho,Prefeito,Eleito,228.388.717-81, Vilarinho,16,Sim
Balduíno Antúnez,Juiz,Concursado,844.710.819-85, Antúnez,43,Sim
Adelaide Losada,Vereador,Eleito,808.050.530-69, Losada,13,Sim
Aníbal Cambezes,Juiz,Concursado,942.426.060-10, Cambezes,41,Sim
Bráulio Lagoa,Promotor,Concursado,431.124.872-57, Lagoa,22,Sim
Antão Queiroz,Juiz,Concursado,573.988.850-67, Queiroz,22,Sim
Afonso Brum,Vereador,Eleito,100.636.060-38, Brum,42,Sim
Adão Castilho,Vereador,Eleito,472.437.614-70, Castilho,35,Sim
Adélio Mena,Vereador,Eleito,980.684.488-29, Mena,16,Sim
Adélia Fróis,Vereador,Eleito,113.071.888-34, Fróis,31,Sim
Antão Miguel,Juiz,Concursado,893.016.217-70, Miguel,25,Sim
Adão Quinaz,Vereador,Eleito,115.191.607-20, Quinaz,23,Sim
Bruno Lousado,Promotor,Concursado,328.389.260-12, Lousado,42,Sim
Alexandra Peña,Prefeito,Eleito,725.872.586-50, Peña,28,Sim
Aida Coutinho,Vereador,Eleito,507.550.555-43, Coutinho,53,Sim
Aleixo Custódio,Vereador,Eleito,701.714.043-51, Custódio,32,Sim
Alvito Rodrigues,Prefeito,Eleito,395.945.021-42, Rodrigues,50,Sim
Antero Ayres,Juiz,Concursado,407.681.189-56, Ayres,15,Sim
Brites Castella,Promotor,Concursado,172.502.313-08, Castella,27,Sim
Bernardino Vilariça,Promotor,Concursado,856.375.830-64, Vilariça,22,Sim
Berengária Canto,Promotor,Concursado,866.403.507-50, Canto,23,Sim
André Cuaresma,Prefeito,Eleito,092.268.004-30, Cuaresma,21,Sim
Antônio Câmara,Juiz,Concursado,283.986.534-34, Câmara,51,Sim
Belmira Oleiro,Promotor,Concursado,916.276.137-49, Oleiro,50,Sim
Carla Lessa,Promotor,Concursado,040.853.137-11, Lessa,35,Sim
Aarão Avelar,Vereador,Eleito,448.323.833-70, Avelar,27,Sim
Bernardino Barroso,Promotor,Concursado,367.804.233-35, Barroso,13,Sim
Alda Espargosa,Vereador,Eleito,453.232.591-91, Espargosa,27,Sim
Alfredo Palha,Prefeito,Eleito,309.814.643-51, Palha,23,Sim
Abigail Teles,Vereador,Eleito,599.682.935-55, Teles,52,Sim
Antónia Teles,Juiz,Concursado,679.251.996-01, Teles,52,Sim
Aniana Meneses,Prefeito,Eleito,555.210.602-43, Meneses,12,Sim
Adelaide Rocha,Vereador,Eleito,720.856.855-36, Rocha,52,Sim
Alexandra Resende,Prefeito,Eleito,489.866.613-22, Resende,41,Sim
Bárbara Branco,Promotor,Concursado,794.644.338-25, Branco,16,Sim
Arachane Corrêa,Juiz,Concursado,816.882.206-40, Corrêa,52,Sim
Berengária Covilhã,Promotor,Concursado,140.643.677-15, Covilhã,21,Sim
Andreia Boga,Prefeito,Eleito,806.632.031-04, Boga,25,Sim
Américo Pena,Prefeito,Eleito,255.415.944-05, Pena,26,Sim
Alfredo Calheiros,Prefeito,Eleito,137.873.221-91, Calheiros,42,Sim
Anselmo Collares,Juiz,Concursado,594.558.864-48, Collares,41,Sim
Bárbara Carrasco,Promotor,Concursado,485.075.536-48, Carrasco,29,Sim
Aurora Castelão,Juiz,Concursado,024.776.435-33, Castelão,23,Sim
Aguinaldo Ramírez,Vereador,Eleito,520.973.424-26, Ramírez,41,Sim
Aldo VilasBoas,Vereador,Eleito,946.173.065-95, VilasBoas,43,Sim
Adélio Roriz,Vereador,Eleito,691.471.986-13, Roriz,13,Sim
Bento Abasto,Promotor,Concursado,907.452.821-05, Abasto,33,Sim
Carmem Lage,Promotor,Concursado,309.186.473-12, Lage,12,Sim
Boaventura Cisneros,Promotor,Concursado,542.621.432-87, Cisneros,52,Sim
Benedito Monte,Promotor,Concursado,378.023.272-37, Monte,15,Sim
Borrás Garrau,Promotor,Concursado,763.683.176-71, Garrau,22,Sim
Armanda Caldera,Juiz,Concursado,587.841.199-77, Caldera,11,Sim
Aurélia Godoi,Juiz,Concursado,257.093.064-44, Godoi,28,Sim
André Paes,Prefeito,Eleito,135.214.290-24, Paes,25,Sim
Aida Rúa,Vereador,Eleito,483.138.772-00, Rúa,51,Sim
Ajuricaba Assis,Vereador,Eleito,771.740.522-90, Assis,41,Sim
Aurélia Afonso,Juiz,Concursado,306.800.570-13, Afonso,11,Sim
Alfredo Guimarães,Prefeito,Eleito,221.885.574-76, Guimarães,27,Sim
Adérito Guedelha,Vereador,Eleito,396.216.534-79, Guedelha,21,Sim
Adérito Mangueira,Vereador,Eleito,918.720.570-04, Mangueira,50,Sim
Abel Pimenta,Vereador,Eleito,548.062.003-79, Pimenta,11,Sim
Apoena Candal,Juiz,Concursado,746.986.382-67, Candal,50,Sim
Capitolino Mortágua,Promotor,Concursado,444.066.648-58, Mortágua,25,Sim
Boaventura Talhão,Promotor,Concursado,926.588.090-26, Talhão,15,Sim
Angelina Mourão,Prefeito,Eleito,367.352.873-47, Mourão,35,Sim
Armindo Caldera,Juiz,Concursado,890.077.563-46, Caldera,29,Sim
Camila Camargo,Promotor,Concursado,531.149.562-62, Camargo,23,Sim
Alvito Cruz,Prefeito,Eleito,482.026.326-92, Cruz,32,Sim
Américo López,Prefeito,Eleito,052.428.310-90, López,31,Sim
Barnabé Verguero,Promotor,Concursado,393.333.184-61, Verguero,53,Sim
Antão Castaño,Juiz,Concursado,194.797.011-97, Castaño,51,Sim
Augusta Anhaia,Juiz,Concursado,453.246.497-83, Anhaia,53,Sim
Anabela Feijó,Prefeito,Eleito,650.677.514-95, Feijó,11,Sim
Angélica Larangeira,Prefeito,Eleito,079.948.391-50, Larangeira,14,Sim
Caetano Póvoas,Promotor,Concursado,311.938.400-31, Póvoas,27,Sim
Angelino Mexia,Prefeito,Eleito,662.340.300-09, Mexia,50,Sim
Amanda Rebello,Prefeito,Eleito,725.564.078-83, Rebello,41,Sim
Aida Grangeia,Vereador,Eleito,333.103.875-00, Grangeia,32,Sim
Adérito Ruas,Vereador,Eleito,378.694.827-57, Ruas,33,Sim
Aniana Ipiranga,Prefeito,Eleito,968.384.010-88, Ipiranga,35,Sim
Carla Mirandela,Promotor,Concursado,388.670.520-04, Mirandela,12,Sim
Alceste Calheiros,Vereador,Eleito,481.264.157-89, Calheiros,13,Sim
Armanda Pavía,Juiz,Concursado,565.049.332-43, Pavía,41,Sim
André Leão,Prefeito,Eleito,269.541.611-36, Leão,15,Sim
Baltasar Mont Alverne,Juiz,Concursado,080.924.454-35, Alverne,31,Sim
Armanda Souto Maior,Juiz,Concursado,833.803.439-86, Maior,16,Sim
Belmifer Anhaia,Promotor,Concursado,890.615.768-14, Anhaia,25,Sim
Adão Sousa do Prado,Vereador,Eleito,441.580.101-36, Prado,53,Sim
Brígida Portugal,Promotor,Concursado,450.721.942-64, Portugal,53,Sim
Arachane Inácio,Juiz,Concursado,721.912.783-96, Inácio,25,Sim
Antônio Setúbal,Juiz,Concursado,953.298.873-48, Setúbal,33,Sim
Branca Salgueiro,Promotor,Concursado,604.994.621-30, Salgueiro,16,Sim
Aniana Silva,Prefeito,Eleito,918.433.014-74, Silva,13,Sim
Carina Silva,Promotor,Concursado,128.948.577-13, Silva,13,Sim
Adolfo Barateiro,Vereador,Eleito,362.098.156-69, Barateiro,52,Sim
Balduíno Alcoforado,Juiz,Concursado,856.286.258-41, Alcoforado,24,Sim
Bernardina Fróis,Promotor,Concursado,793.250.328-05, Fróis,43,Sim
Almerinda Robalinho,Prefeito,Eleito,522.234.565-37, Robalinho,41,Sim
Alberto Veleda,Vereador,Eleito,079.731.900-07, Veleda,26,Sim
Anacleto Guedez,Prefeito,Eleito,237.062.241-51, Guedez,53,Sim
Carina Castelo Branco,Promotor,Concursado,842.600.693-06, Branco,35,Sim
Alexandra Vidigal,Prefeito,Eleito,133.232.387-10, Vidigal,29,Sim
Antônia Vidigal,Juiz,Concursado,389.571.691-05, Vidigal,29,Sim
Arcidres Rabello,Juiz,Concursado,065.073.375-44, Rabello,24,Sim
Aurélia Mederos,Juiz,Concursado,461.038.818-97, Mederos,16,Sim
Antão Tristão,Juiz,Concursado,599.988.441-18, Tristão,33,Sim
Aldo Paes,Vereador,Eleito,398.571.870-99, Paes,33,Sim
Angélica Mansilha,Prefeito,Eleito,378.162.824-86, Mansilha,35,Sim
Alvito Cabeça de Vaca,Prefeito,Eleito,703.537.310-13, Vaca,29,Sim
Aniano Miera,Prefeito,Eleito,975.957.428-46, Miera,52,Sim
Bráulio Moniz,Promotor,Concursado,511.649.548-57, Moniz,24,Sim
Adriano Pari,Vereador,Eleito,805.541.638-96, Pari,24,Sim
Aleixo Telinhos,Vereador,Eleito,631.065.305-96, Telinhos,26,Sim
Aarão Baranda,Vereador,Eleito,343.832.622-10, Baranda,16,Sim
Belmira Baranda,Promotor,Concursado,257.427.668-07, Baranda,16,Sim
Bruna Vasconcellos,Promotor,Concursado,693.549.772-86, Vasconcellos,25,Sim
Antônia Dantas,Juiz,Concursado,609.252.408-26, Dantas,14,Sim
Andreia Filipe,Prefeito,Eleito,713.630.959-00, Filipe,33,Sim
Carla Lóio,Promotor,Concursado,560.241.523-88, Lóio,28,Sim
Aurora Braz,Juiz,Concursado,925.555.846-33, Braz,13,Sim
Albino Nogueira,Vereador,Eleito,501.933.651-38, Nogueira,42,Sim
Angélica Rios,Prefeito,Eleito,185.497.732-63, Rios,41,Sim
Almor Anjos,Prefeito,Eleito,717.280.282-99, Anjos,13,Sim
Anita Guedelha,Prefeito,Eleito,977.952.677-34, Guedelha,16,Sim
António Mata,Juiz,Concursado,508.540.999-05, Mata,25,Sim
Anabela Coutinho,Prefeito,Eleito,743.742.788-50, Coutinho,43,Sim
Aida Tamoio,Vereador,Eleito,035.149.942-34, Tamoio,31,Sim
Antónia Curvelo,Juiz,Concursado,725.303.632-85, Curvelo,42,Sim
Ana Castelo Branco,Prefeito,Eleito,475.308.620-81, Branco,32,Sim
Antão Branco,Juiz,Concursado,007.923.549-23, Branco,32,Sim
Bernardino Santana,Promotor,Concursado,228.350.545-37, Santana,31,Sim
Aurora Homem,Juiz,Concursado,533.668.676-04, Homem,51,Sim
Carine Nogueira,Promotor,Concursado,150.640.435-97, Nogueira,41,Sim
Bartira Mont Alverne,Promotor,Concursado,799.869.590-04, Alverne,24,Sim
Armando Cotrim,Juiz,Concursado,968.851.473-03, Cotrim,23,Sim
Burtira Azevedo,Promotor,Concursado,202.969.268-92, Azevedo,43,Sim
Borrás Gama,Promotor,Concursado,864.439.601-30, Gama,26,Sim
Anind Inácio,Prefeito,Eleito,780.033.631-01, Inácio,22,Sim
Aires Fiães,Vereador,Eleito,536.235.593-77, Fiães,33,Sim
Baltasar Domínguez,Juiz,Concursado,255.077.591-03, Domínguez,51,Sim
Aarão Belchior,Vereador,Eleito,204.785.944-10, Belchior,29,Sim
Anabela Cordeiro,Prefeito,Eleito,163.462.084-46, Cordeiro,24,Sim
Branco Viegas,Promotor,Concursado,364.141.111-47, Viegas,33,Sim
Abílio Godói,Vereador,Eleito,049.157.709-58, Godói,42,Sim
Albino Varanda,Vereador,Eleito,473.670.332-63, Varanda,12,Sim
Branco Marrero,Promotor,Concursado,525.171.350-96, Marrero,31,Sim
Aleixo Diniz,Vereador,Eleito,618.541.541-09, Diniz,21,Sim
Antônio Valle,Juiz,Concursado,353.285.943-20, Valle,24,Sim
Bernardino Higuera,Promotor,Concursado,561.276.720-07, Higuera,32,Sim
Abigail Castilhos,Vereador,Eleito,913.870.575-37, Castilhos,12,Sim
Adriano Durán,Vereador,Eleito,564.872.906-53, Durán,25,Sim
Arachane Domingues,Juiz,Concursado,417.913.021-14, Domingues,51,Sim
Anind Roriz,Prefeito,Eleito,596.327.482-63, Roriz,43,Sim
Carina Passos,Promotor,Concursado,941.475.562-48, Passos,27,Sim
Caetano Queiroga,Promotor,Concursado,777.186.791-01, Queiroga,16,Sim
Burtira Fontoura,Promotor,Concursado,077.610.193-55, Fontoura,14,Sim
Berengária Capistrano,Promotor,Concursado,829.866.716-67, Capistrano,53,Sim
Bernardino Vilanova,Promotor,Concursado,564.774.704-38, Vilanova,26,Sim
Angelina Cascaes,Prefeito,Eleito,747.141.360-38, Cascaes,43,Sim
Bento Vale,Promotor,Concursado,144.984.277-18, Vale,28,Sim
Aline Bonilla,Prefeito,Eleito,142.981.467-58, Bonilla,27,Sim
Abel Beça,Vereador,Eleito,452.721.485-33, Beça,51,Sim
Bartira Galindo,Promotor,Concursado,800.462.018-31, Galindo,26,Sim
Adélio Assunção,Vereador,Eleito,060.706.394-72, Assunção,11,Sim
Ana Quadros,Prefeito,Eleito,250.253.315-52, Quadros,15,Sim
Arachane Fitas,Juiz,Concursado,378.396.113-03, Fitas,50,Sim
Berengária Fitas,Promotor,Concursado,297.226.967-50, Fitas,50,Sim
Aldonça Perdigón,Vereador,Eleito,085.826.177-47, Perdigón,12,Sim
Armanda Rufino,Juiz,Concursado,957.379.025-44, Rufino,27,Sim
Bernardino Talhão,Promotor,Concursado,213.928.097-03, Talhão,25,Sim
Anna Cardoso,Prefeito,Eleito,853.781.379-69, Cardoso,52,Sim
Aniana Araripe,Prefeito,Eleito,008.030.949-65, Araripe,33,Sim
Adelina Castillo,Vereador,Eleito,217.897.405-84, Castillo,22,Sim
Apuã Cambezes,Juiz,Concursado,712.642.012-90, Cambezes,12,Sim
Adelino Isla,Vereador,Eleito,678.967.872-70, Isla,16,Sim
Bernardete Cardin,Promotor,Concursado,202.005.324-13, Cardin,23,Sim
Adelina Castelão,Vereador,Eleito,063.650.195-72, Castelão,26,Sim
Alexandre Barros,Prefeito,Eleito,169.310.062-23, Barros,32,Sim
Almor Lousado,Prefeito,Eleito,339.942.692-53, Lousado,51,Sim
Augusta Robalo,Juiz,Concursado,850.752.230-01, Robalo,41,Sim
Apoena Cerqueira,Juiz,Concursado,258.848.025-01, Cerqueira,15,Sim
Alda Aguiar,Vereador,Eleito,746.015.146-73, Aguiar,35,Sim
Apoena Lustosa,Juiz,Concursado,174.961.830-32, Lustosa,33,Sim
Armanda Guará,Juiz,Concursado,528.902.554-50, Guará,28,Sim
Branca Palha,Promotor,Concursado,576.826.489-29, Palha,27,Sim
Berengária Cartaxo,Promotor,Concursado,405.001.733-46, Cartaxo,32,Sim
Beatriz Alcántara,Promotor,Concursado,202.330.137-84, Alcántara,43,Sim
Abel Conceição,Vereador,Eleito,081.992.468-71, Conceição,31,Sim
Aldo Padilla,Vereador,Eleito,885.493.659-63, Padilla,22,Sim
Carlota Vianna,Promotor,Concursado,696.247.728-78, Vianna,11,Sim
Alice Custódio,Prefeito,Eleito,149.167.139-40, Custódio,31,Sim
Augusto Salomón,Juiz,Concursado,989.287.824-81, Salomón,41,Sim
Alzira Campello,Prefeito,Eleito,142.078.845-05, Campello,33,Sim
Almerinda Villégas,Prefeito,Eleito,204.207.337-79, Villégas,16,Sim
Adelino Godoy,Vereador,Eleito,811.325.083-20, Godoy,41,Sim
Abílio Méndez,Vereador,Eleito,575.554.347-09, Méndez,27,Sim
Alarico Mattozo,Vereador,Eleito,759.908.094-50, Mattozo,25,Sim
Antônia Vilarim,Juiz,Concursado,746.586.775-47, Vilarim,23,Sim
Ajuricaba Carvalhal,Vereador,Eleito,005.746.160-04, Carvalhal,13,Sim
Anind Rebouças,Prefeito,Eleito,650.603.036-40, Rebouças,24,Sim
Alcides Castanheira,Vereador,Eleito,676.449.485-11, Castanheira,31,Sim
Apoena Arruda,Juiz,Concursado,779.681.218-33, Arruda,51,Sim
Capitolino Medeiros,Promotor,Concursado,976.698.095-07, Medeiros,15,Sim
Boaventura Zagallo,Promotor,Concursado,100.090.312-51, Zagallo,25,Sim
Aires Severiano,Vereador,Eleito,608.300.552-31, Severiano,28,Sim
Alda Valente,Vereador,Eleito,112.454.581-67, Valente,23,Sim
Benedito Viveros,Promotor,Concursado,027.456.671-06, Viveros,22,Sim
Angelina Xavier,Prefeito,Eleito,369.117.677-17, Xavier,13,Sim
Abel Fontes,Vereador,Eleito,371.035.865-51, Fontes,41,Sim
Asi Mantas,Juiz,Concursado,856.221.381-08, Mantas,33,Sim
Bartira Guedelha,Promotor,Concursado,524.013.027-27, Guedelha,22,Sim
Adélia Quintero,Vereador,Eleito,939.989.380-44, Quintero,24,Sim
André Villar,Prefeito,Eleito,663.018.077-15, Villar,33,Sim
Abílio Jucá,Vereador,Eleito,608.484.565-72, Jucá,12,Sim
Bernardo Bethecourt,Promotor,Concursado,850.954.433-68, Bethecourt,11,Sim
Afonso Vilas Boas,Vereador,Eleito,341.600.918-57, Boas,23,Sim
Aniano Betancour,Prefeito,Eleito,549.284.923-90, Betancour,53,Sim
Albino Coelho,Vereador,Eleito,944.248.061-89, Coelho,33,Sim
Aguinaldo Tabalipa,Vereador,Eleito,084.147.436-25, Tabalipa,16,Sim
Capitolino Gracia,Promotor,Concursado,183.017.016-33, Gracia,50,Sim
Antão Caldas,Juiz,Concursado,567.406.092-41, Caldas,52,Sim
Abraão Rocha,Vereador,Eleito,076.643.316-17, Rocha,22,Sim
Albino Feitosa,Vereador,Eleito,994.373.586-48, Feitosa,11,Sim
Alberto Acuña,Vereador,Eleito,715.953.889-74, Acuña,29,Sim
Aurora Muniz,Juiz,Concursado,930.968.811-46, Muniz,15,Sim
Benedito Oleiro,Promotor,Concursado,224.537.053-85, Oleiro,25,Sim
Amália Tabajara,Prefeito,Eleito,927.464.136-20, Tabajara,43,Sim
Carlota Tabajara,Promotor,Concursado,459.829.150-84, Tabajara,43,Sim
Artur Cabeça de Vaca,Juiz,Concursado,380.287.445-59, Vaca,41,Sim
Alfredo Maior,Prefeito,Eleito,311.698.227-97, Maior,13,Sim
Amílcar Maior,Prefeito,Eleito,014.035.975-37, Maior,13,Sim
Alzira Andrade,Prefeito,Eleito,855.163.261-25, Andrade,25,Sim
Angelina Silva,Prefeito,Eleito,810.608.673-97, Silva,41,Sim
Boaventura Jordão,Promotor,Concursado,514.486.656-55, Jordão,21,Sim
Belchior Penha,Promotor,Concursado,061.768.163-51, Penha,50,Sim
Asi Azeredo,Juiz,Concursado,019.457.809-75, Azeredo,15,Sim
Augusta Galante,Juiz,Concursado,273.800.568-32, Galante,31,Sim
Carine Salazar,Promotor,Concursado,649.557.591-22, Salazar,33,Sim
Bibiana Trinidad,Promotor,Concursado,413.841.355-37, Trinidad,43,Sim
Bento Bessa,Promotor,Concursado,459.585.348-31, Bessa,11,Sim
Beatriz Furtado,Promotor,Concursado,308.785.180-96, Furtado,28,Sim
Adosindo Lages,Vereador,Eleito,801.184.967-00, Lages,14,Sim
Adosindo Laureano,Vereador,Eleito,026.466.012-98, Laureano,42,Sim
Aurélia Butantã,Juiz,Concursado,606.341.514-95, Butantã,42,Sim
Apoena Ferraço,Juiz,Concursado,633.470.909-77, Ferraço,26,Sim
Anacleto Nobre,Prefeito,Eleito,833.899.930-02, Nobre,52,Sim
Blasco Coitinho,Promotor,Concursado,580.922.239-04, Coitinho,12,Sim
Bruna Vides,Promotor,Concursado,432.329.499-91, Vides,41,Sim
Alberta Delgado,Vereador,Eleito,945.734.078-71, Delgado,35,Sim
Amélia Santiago,Prefeito,Eleito,094.343.847-02, Santiago,16,Sim
Américo Osorio,Prefeito,Eleito,050.923.922-66, Osorio,25,Sim
Angélico Torcuato,Prefeito,Eleito,363.264.250-85, Torcuato,50,Sim
Aldo Teves,Vereador,Eleito,502.346.734-19, Teves,24,Sim
Aldonça Rosmaninho,Vereador,Eleito,954.802.793-35, Rosmaninho,27,Sim
Aurora Coito,Juiz,Concursado,689.180.294-62, Coito,53,Sim
Adérito Espartero,Vereador,Eleito,157.337.260-91, Espartero,52,Sim
Brás Fraga,Promotor,Concursado,416.526.619-13, Fraga,29,Sim
Antônia Castilhos,Juiz,Concursado,931.530.182-00, Castilhos,43,Sim
Abílio Colares,Vereador,Eleito,310.880.831-10, Colares,11,Sim
Antônia Colares,Juiz,Concursado,691.209.810-07, Colares,11,Sim
Bibiana Maior,Promotor,Concursado,805.701.367-25, Maior,41,Sim
Almerinda Leitão,Prefeito,Eleito,502.455.962-24, Leitão,11,Sim
Belmifer Gil,Promotor,Concursado,800.762.939-47, Gil,33,Sim
Alfredo Paião,Prefeito,Eleito,938.419.708-42, Paião,29,Sim
